image_name,confidence_value,IoU_value
IMG_1234.jpg,0.7058393359184265,0.0
IMG_1243.jpg,0.881748616695404,0.9276123
IMG_1263.jpg,0.9532148241996765,0.93733263
IMG_1284.jpg,0.7645120620727539,0.57077694
IMG_20100101_031404.jpg,0.7597286105155945,0.92196953
IMG_20100101_032415.jpg,0.6476718187332153,0.7821805
IMG_20100101_032553.jpg,0.5024644136428833,0.0
IMG_20100101_033113.jpg,0.8364453315734863,0.95152783
IMG_20100101_033117.jpg,0.8951045274734497,0.8737629
IMG_20100101_033559.jpg,0.9228315353393555,0.0
IMG_20100101_033637.jpg,0.884914219379425,0.0
IMG_20180713_104842.jpg,0.7716487050056458,0.8989892
IMG_20180713_110324.jpg,0.5422629714012146,0.64876
IMG_20180714_103949.jpg,0.6780316829681396,0.8525997
IMG_20180717_120957.jpg,0.5108464956283569,0.40739086
IMG_20180717_122754.jpg,0.930020272731781,0.8929315
IMG_20180719_123752.jpg,0.7862834930419922,0.92663276
IMG_20180719_143723.jpg,0.7306230664253235,0.8742813
IMG_20180720_142111.jpg,0.8695506453514099,0.2658649
IMG_20180720_142558.jpg,0.8415996432304382,0.95317125
IMG_20180720_142731.jpg,0.8552601337432861,0.9780067
IMG_20180720_143100.jpg,0.8809292316436768,0.87285566
IMG_20180721_090127.jpg,0.7746381163597107,0.93349034
IMG_20180721_091732.jpg,0.6792758107185364,0.8538748
IMG_20180723_123134.jpg,0.890852153301239,0.93673044
IMG_20180723_123154.jpg,0.8266398310661316,0.78578085
IMG_20180723_123302.jpg,0.7059537172317505,0.82154363
IMG_20180724_121309.jpg,0.8868458271026611,0.95507926
IMG_20180724_121832.jpg,0.8926248550415039,0.89529455
IMG_20180724_121957.jpg,0.6229604482650757,0.9341149
IMG_20180724_123021.jpg,0.4041457772254944,0.7788538
IMG_20180724_125716.jpg,0.882128894329071,0.9541201
IMG_20180724_150928.jpg,0.8430623412132263,0.9091268
IMG_20180725_122016.jpg,0.7546507120132446,0.5246798
IMG_20180725_122619.jpg,0.9436615705490112,0.9287563
IMG_20180726_122652.jpg,0.9637200832366943,0.8341601
IMG_20180810_092723.jpg,0.9338674545288086,0.7944484
IMG_20180810_093037.jpg,0.8676121830940247,0.93695277
IMG_20180810_093330.jpg,0.542945384979248,0.7978722
IMG_20180811_083610.jpg,0.7271094918251038,0.656284
