image_name,confidence_value,IoU_value
IMG_1234.jpg,0.7788904309272766,0.8770915865898132
IMG_1243.jpg,0.9287728071212769,0.9457141160964966
IMG_1263.jpg,0.9293491244316101,0.9406205415725708
IMG_1284.jpg,0.0,0.0
IMG_20100101_031404.jpg,0.8970820307731628,0.9416959881782532
IMG_20100101_032415.jpg,0.8516850471496582,0.6852267384529114
IMG_20100101_032553.jpg,0.830254077911377,0.8814110159873962
IMG_20100101_033113.jpg,0.9427300691604614,0.9647522568702698
IMG_20100101_033117.jpg,0.8680518865585327,0.8482985496520996
IMG_20100101_033559.jpg,0.7359116077423096,0.42625653743743896
IMG_20100101_033637.jpg,0.8878756165504456,0.0
IMG_20180713_104842.jpg,0.7612140774726868,0.0
IMG_20180713_110324.jpg,0.779982328414917,0.0
IMG_20180714_103949.jpg,0.8724842667579651,0.9661681652069092
IMG_20180717_120957.jpg,0.2692219913005829,0.7774732112884521
IMG_20180717_122754.jpg,0.8400232195854187,0.9485295414924622
IMG_20180719_123752.jpg,0.4044581949710846,0.0
IMG_20180719_143723.jpg,0.7937652468681335,0.8085393309593201
IMG_20180720_142111.jpg,0.8048691749572754,0.9591171145439148
IMG_20180720_142558.jpg,0.8029981255531311,0.4557914435863495
IMG_20180720_142731.jpg,0.850426435470581,0.9474626779556274
IMG_20180720_143100.jpg,0.863535463809967,0.892649233341217
IMG_20180721_090127.jpg,0.8137449026107788,0.9475765824317932
IMG_20180721_091732.jpg,0.8473730683326721,0.9009867906570435
IMG_20180723_123134.jpg,0.8509442806243896,0.9116575121879578
IMG_20180723_123154.jpg,0.0,0.0
IMG_20180723_123302.jpg,0.9112816452980042,0.0
IMG_20180724_121309.jpg,0.8834689855575562,0.9580963253974915
IMG_20180724_121832.jpg,0.8657622933387756,0.9014725089073181
IMG_20180724_121957.jpg,0.844550371170044,0.3816879391670227
IMG_20180724_123021.jpg,0.0,0.0
IMG_20180724_125716.jpg,0.9284998178482056,0.958259105682373
IMG_20180724_150928.jpg,0.9372300505638123,0.9236149191856384
IMG_20180725_122016.jpg,0.8686745762825012,0.8603664040565491
IMG_20180725_122619.jpg,0.8412880897521973,0.8599802255630493
IMG_20180726_122652.jpg,0.8599978089332581,0.8059942126274109
IMG_20180810_092723.jpg,0.8755015134811401,0.8373963236808777
IMG_20180810_093037.jpg,0.8871077299118042,0.9544841647148132
IMG_20180810_093330.jpg,0.0,0.0
IMG_20180811_083610.jpg,0.2772866487503052,0.7751376032829285
