image_name,confidence_value,IoU_value
IMG_1234.jpg,0.727185070514679,0.82455575
IMG_1243.jpg,0.8698519468307495,0.91657364
IMG_1263.jpg,0.8753846287727356,0.96528405
IMG_1284.jpg,0.39603790640830994,0.0
IMG_20100101_031404.jpg,0.9038490653038025,0.94583017
IMG_20100101_032415.jpg,0.7907507419586182,0.8427867
IMG_20100101_032553.jpg,0.735729992389679,0.88575494
IMG_20100101_033113.jpg,0.9701253771781921,0.9372676
IMG_20100101_033117.jpg,0.8158427476882935,0.92373437
IMG_20100101_033559.jpg,0.8129737377166748,0.0
IMG_20100101_033637.jpg,0.848675549030304,0.0
IMG_20180713_104842.jpg,0.38810765743255615,0.7259283
IMG_20180713_110324.jpg,0.402802050113678,0.057962056
IMG_20180714_103949.jpg,0.8305386304855347,0.8047579
IMG_20180717_120957.jpg,0.7724974155426025,0.0
IMG_20180717_122754.jpg,0.8730953931808472,0.9722648
IMG_20180719_123752.jpg,0.704878032207489,0.49402434
IMG_20180719_143723.jpg,0.6255596876144409,0.8340548
IMG_20180720_142111.jpg,0.6676551699638367,0.26617327
IMG_20180720_142558.jpg,0.43326613306999207,0.43048793
IMG_20180720_142731.jpg,0.8665496706962585,0.9314758
IMG_20180720_143100.jpg,0.9261096119880676,0.90606487
IMG_20180721_090127.jpg,0.8868839740753174,0.96058613
IMG_20180721_091732.jpg,0.763576328754425,0.89006823
IMG_20180723_123134.jpg,0.928844153881073,0.93665814
IMG_20180723_123154.jpg,0.5373995304107666,0.0
IMG_20180723_123302.jpg,0.46595415472984314,0.44933322
IMG_20180724_121309.jpg,0.8225510716438293,0.9557826
IMG_20180724_121832.jpg,0.8885051608085632,0.93074584
IMG_20180724_121957.jpg,0.8265526294708252,0.9003421
IMG_20180724_123021.jpg,0.27686336636543274,0.74411786
IMG_20180724_125716.jpg,0.8832341432571411,0.98233926
IMG_20180724_150928.jpg,0.9372570514678955,0.902849
IMG_20180725_122016.jpg,0.5421846508979797,0.9284496
IMG_20180725_122619.jpg,0.8972175121307373,0.91119945
IMG_20180726_122652.jpg,0.8866931200027466,0.8186932
IMG_20180810_092723.jpg,0.8157360553741455,0.7951012
IMG_20180810_093037.jpg,0.9527527689933777,0.91470784
IMG_20180810_093330.jpg,0.739530086517334,0.9898092
IMG_20180811_083610.jpg,0.7418469786643982,0.76861703
