image_name,confidence_value,IoU_value
IMG_1234.jpg,0.0,0.0
IMG_1243.jpg,0.0,0.0
IMG_1263.jpg,0.0,0.0
IMG_1284.jpg,0.0,0.0
IMG_20100101_031404.jpg,0.0,0.0
IMG_20100101_032415.jpg,0.0,0.0
IMG_20100101_032553.jpg,0.8666321039199829,0.0
IMG_20100101_033113.jpg,0.29939955472946167,0.9530649781227112
IMG_20100101_033117.jpg,0.0,0.0
IMG_20100101_033559.jpg,0.867512583732605,0.04635683447122574
IMG_20100101_033637.jpg,0.8458526134490967,0.0
IMG_20180713_104842.jpg,0.0,0.0
IMG_20180713_110324.jpg,0.5903332233428955,0.0
IMG_20180714_103949.jpg,0.8784895539283752,0.0
IMG_20180717_120957.jpg,0.45234188437461853,0.0
IMG_20180717_122754.jpg,0.3080729842185974,0.2675154209136963
IMG_20180719_123752.jpg,0.0,0.0
IMG_20180719_143723.jpg,0.8998212814331055,0.0
IMG_20180720_142111.jpg,0.6702001094818115,0.0
IMG_20180720_142558.jpg,0.0,0.0
IMG_20180720_142731.jpg,0.0,0.0
IMG_20180720_143100.jpg,0.8580747246742249,0.0
IMG_20180721_090127.jpg,0.0,0.0
IMG_20180721_091732.jpg,0.0,0.0
IMG_20180723_123134.jpg,0.8292925953865051,0.056932058185338974
IMG_20180723_123154.jpg,0.8200493454933167,0.0
IMG_20180723_123302.jpg,0.0,0.0
IMG_20180724_121309.jpg,0.0,0.0
IMG_20180724_121832.jpg,0.0,0.0
IMG_20180724_121957.jpg,0.34323394298553467,0.0
IMG_20180724_123021.jpg,0.0,0.0
IMG_20180724_125716.jpg,0.0,0.0
IMG_20180724_150928.jpg,0.5438492894172668,0.0
IMG_20180725_122016.jpg,0.2848755419254303,0.0
IMG_20180725_122619.jpg,0.6459238529205322,0.23392567038536072
IMG_20180726_122652.jpg,0.0,0.0
IMG_20180810_092723.jpg,0.7042792439460754,0.0
IMG_20180810_093037.jpg,0.35229170322418213,0.0
IMG_20180810_093330.jpg,0.0,0.0
IMG_20180811_083610.jpg,0.7062891125679016,0.1397019475698471
